id,product-name,console-name,price-in-pennies,include-string,condition-string,sku,notes,cost-basis-in-pennies,quantity,date-entered,date-purchased,grading-company,grading-cert-id,folder
,Darkness Energy,Pokemon 2022 Energies,14,Ungraded,Normal wear,,From TCGcollector: 2022 Energies; ; Non-holo; ,0,1,2026-08-23,,,,
,Meowscarada ex #33,Pokemon Promo,112,Ungraded,Normal wear,,From TCGcollector: Scarlet & Violet Promos; 033; Holo; Promo,0,1,2026-08-23,,,,
,Morpeko V-UNION [Jumbo] #SWSH215,Pokemon Promo,203,Ungraded,Normal wear,,From TCGcollector: Sword & Shield Promos; SWSH215; Jumbo Size; Promo,0,1,2026-08-23,,,,
,Paldean Wooper [Cosmos Holo] #41,Pokemon Promo,67,Ungraded,Normal wear,,From TCGcollector: Scarlet & Violet Promos; 041; Cosmos Holo; Promo,0,1,2026-08-23,,,,
,Pikachu V-UNION #SWSH139,Pokemon Promo,627,Ungraded,Normal wear,,From TCGcollector: Sword & Shield Promos; SWSH139; Holo; Promo,0,1,2026-08-23,,,,
,Pikachu V-UNION [Jumbo] #SWSH139,Pokemon Promo,1379,Ungraded,Normal wear,,From TCGcollector: Sword & Shield Promos; SWSH139; Jumbo Size; Promo,0,1,2026-08-23,,,,
,Pikachu V-UNION #SWSH140,Pokemon Promo,701,Ungraded,Normal wear,,From TCGcollector: Sword & Shield Promos; SWSH140; Holo; Promo,0,1,2026-08-23,,,,
,Pikachu V-UNION #SWSH141,Pokemon Promo,968,Ungraded,Normal wear,,From TCGcollector: Sword & Shield Promos; SWSH141; Holo; Promo,0,1,2026-08-23,,,,
,Pikachu V-UNION #SWSH142,Pokemon Promo,922,Ungraded,Normal wear,,From TCGcollector: Sword & Shield Promos; SWSH142; Holo; Promo,0,1,2026-08-23,,,,
,Professor Burnet #SWSH167,Pokemon Promo,26,Ungraded,Normal wear,,From TCGcollector: Sword & Shield Promos; SWSH167; Non-holo; Promo,0,1,2026-08-23,,,,
,Professor Burnet [25th Anniversary] #SWSH167,Pokemon Promo,32,Ungraded,Normal wear,,From TCGcollector: Sword & Shield Promos; SWSH167; 25th Anniversary; Promo,0,1,2026-08-23,,,,
,Rillaboom [Cosmos Holo] #SWSH277,Pokemon Promo,54,Ungraded,Normal wear,,From TCGcollector: Sword & Shield Promos; SWSH277; Cosmos Holo; Promo,0,1,2026-08-23,,,,
,Umbreon V #SWSH203,Pokemon Promo,566,Ungraded,Normal wear,,From TCGcollector: Sword & Shield Promos; SWSH203; Promo; Promo,0,1,2026-08-23,,,,
,Applin [Reverse Holo] #20,Pokemon Rebel Clash,37,Ungraded,Normal wear,,From TCGcollector: Rebel Clash; 020/192; Reverse Holo; Common,0,1,2026-08-23,,,,
,Applin [Reverse Holo] #21,Pokemon Rebel Clash,37,Ungraded,Normal wear,,From TCGcollector: Rebel Clash; 021/192; Reverse Holo; Common,0,1,2026-08-23,,,,
,Arcanine [Reverse Holo] #28,Pokemon Rebel Clash,182,Ungraded,Normal wear,,From TCGcollector: Rebel Clash; 028/192; Reverse Holo; Rare,0,1,2026-08-23,,,,
,Barboach [Reverse Holo] #99,Pokemon Rebel Clash,26,Ungraded,Normal wear,,From TCGcollector: Rebel Clash; 099/192; Reverse Holo; Common,0,1,2026-08-23,,,,
,Bunnelby [Reverse Holo] #146,Pokemon Rebel Clash,59,Ungraded,Normal wear,,From TCGcollector: Rebel Clash; 146/192; Reverse Holo; Common,0,2,2026-08-23,,,,
,Capture Energy [Reverse Holo] #171,Pokemon Rebel Clash,159,Ungraded,Normal wear,,From TCGcollector: Rebel Clash; 171/192; Reverse Holo; Uncommon,0,1,2026-08-23,,,,
,Doublade [Reverse Holo] #134,Pokemon Rebel Clash,31,Ungraded,Normal wear,,From TCGcollector: Rebel Clash; 134/192; Reverse Holo; Uncommon,0,1,2026-08-23,,,,
,Dragapult [Holo] #91,Pokemon Rebel Clash,65,Ungraded,Normal wear,,From TCGcollector: Rebel Clash; 091/192; Normal Holo; Rare Holo,0,1,2026-08-23,,,,
,Electrode [Reverse Holo] #57,Pokemon Rebel Clash,12,Ungraded,Normal wear,,From TCGcollector: Rebel Clash; 057/192; Reverse Holo; Uncommon,0,2,2026-08-23,,,,
,Falinks [Reverse Holo] #109,Pokemon Rebel Clash,34,Ungraded,Normal wear,,From TCGcollector: Rebel Clash; 109/192; Reverse Holo; Uncommon,0,1,2026-08-23,,,,
,Flapple [Reverse Holo] #22,Pokemon Rebel Clash,83,Ungraded,Normal wear,,From TCGcollector: Rebel Clash; 022/192; Reverse Holo; Rare Holo,0,1,2026-08-23,,,,
,Galarian Yamask [Reverse Holo] #101,Pokemon Rebel Clash,27,Ungraded,Normal wear,,From TCGcollector: Rebel Clash; 101/192; Reverse Holo; Common,0,1,2026-08-23,,,,
,Grimmsnarl [Holo] #125,Pokemon Rebel Clash,28,Ungraded,Normal wear,,From TCGcollector: Rebel Clash; 125/192; Normal Holo; Rare Holo,0,1,2026-08-23,,,,
,Inteleon V [Holo] #49,Pokemon Rebel Clash,85,Ungraded,Normal wear,,From TCGcollector: Rebel Clash; 049/192; Normal Holo; Holo Rare V,0,1,2026-08-23,,,,
,Luxio [Reverse Holo] #61,Pokemon Rebel Clash,39,Ungraded,Normal wear,,From TCGcollector: Rebel Clash; 061/192; Reverse Holo; Uncommon,0,1,2026-08-23,,,,
,Medicham [Reverse Holo] #98,Pokemon Rebel Clash,27,Ungraded,Normal wear,,From TCGcollector: Rebel Clash; 098/192; Reverse Holo; Uncommon,0,1,2026-08-23,,,,
,Oleana [Reverse Holo] #163,Pokemon Rebel Clash,30,Ungraded,Normal wear,,From TCGcollector: Rebel Clash; 163/192; Reverse Holo; Uncommon,0,1,2026-08-23,,,,
,Shuckle [Reverse Holo] #5,Pokemon Rebel Clash,48,Ungraded,Normal wear,,From TCGcollector: Rebel Clash; 005/192; Reverse Holo; Uncommon,0,1,2026-08-23,,,,
,Training Court [Reverse Holo] #169,Pokemon Rebel Clash,79,Ungraded,Normal wear,,From TCGcollector: Rebel Clash; 169/192; Reverse Holo; Uncommon,0,1,2026-08-23,,,,
,Alomomola [Reverse Holo] #48,Pokemon Scarlet & Violet,24,Ungraded,Normal wear,,From TCGcollector: Scarlet & Violet; 048/198; Reverse Holo; Common,0,1,2026-08-23,,,,
,Annihilape [Reverse Holo] #109,Pokemon Scarlet & Violet,20,Ungraded,Normal wear,,From TCGcollector: Scarlet & Violet; 109/198; Reverse Holo; Rare,0,1,2026-08-23,,,,
,Arcanine ex [Holo] #32,Pokemon Scarlet & Violet,116,Ungraded,Normal wear,,From TCGcollector: Scarlet & Violet; 032/198; Normal Holo; Double Rare,0,1,2026-08-23,,,,
,Armarouge [Reverse Holo] #41,Pokemon Scarlet & Violet,25,Ungraded,Normal wear,,From TCGcollector: Scarlet & Violet; 041/198; Reverse Holo; Rare,0,1,2026-08-23,,,,
,Arven [Reverse Holo] #166,Pokemon Scarlet & Violet,57,Ungraded,Normal wear,,From TCGcollector: Scarlet & Violet; 166/198; Reverse Holo; Uncommon,0,2,2026-08-23,,,,
,Arven [Holo] #249,Pokemon Scarlet & Violet,511,Ungraded,Normal wear,,From TCGcollector: Scarlet & Violet; 249/198; Normal Holo; Special Illustration Rare,0,1,2026-08-23,,,,
,Banette ex [Holo] #88,Pokemon Scarlet & Violet,75,Ungraded,Normal wear,,From TCGcollector: Scarlet & Violet; 088/198; Normal Holo; Double Rare,0,1,2026-08-23,,,,
,Beach Court [Reverse Holo] #167,Pokemon Scarlet & Violet,25,Ungraded,Normal wear,,From TCGcollector: Scarlet & Violet; 167/198; Reverse Holo; Uncommon,0,1,2026-08-23,,,,
,Bombirdier [Reverse Holo] #138,Pokemon Scarlet & Violet,21,Ungraded,Normal wear,,From TCGcollector: Scarlet & Violet; 138/198; Reverse Holo; Uncommon,0,1,2026-08-23,,,,
,Bruxish [Reverse Holo] #51,Pokemon Scarlet & Violet,19,Ungraded,Normal wear,,From TCGcollector: Scarlet & Violet; 051/198; Reverse Holo; Common,0,1,2026-08-23,,,,
,Cacturne [Reverse Holo] #6,Pokemon Scarlet & Violet,25,Ungraded,Normal wear,,From TCGcollector: Scarlet & Violet; 006/198; Reverse Holo; Uncommon,0,1,2026-08-23,,,,
,Capsakid [Reverse Holo] #28,Pokemon Scarlet & Violet,22,Ungraded,Normal wear,,From TCGcollector: Scarlet & Violet; 028/198; Reverse Holo; Common,0,1,2026-08-23,,,,
,Cetoddle [Reverse Holo] #58,Pokemon Scarlet & Violet,21,Ungraded,Normal wear,,From TCGcollector: Scarlet & Violet; 058/198; Reverse Holo; Common,0,2,2026-08-23,,,,
,Chansey [Reverse Holo] #144,Pokemon Scarlet & Violet,21,Ungraded,Normal wear,,From TCGcollector: Scarlet & Violet; 144/198; Reverse Holo; Common,0,1,2026-08-23,,,,
,Charcadet [Reverse Holo] #39,Pokemon Scarlet & Violet,21,Ungraded,Normal wear,,From TCGcollector: Scarlet & Violet; 039/198; Reverse Holo; Common,0,1,2026-08-23,,,,
,Charcadet [Reverse Holo] #40,Pokemon Scarlet & Violet,22,Ungraded,Normal wear,,From TCGcollector: Scarlet & Violet; 040/198; Reverse Holo; Common,0,1,2026-08-23,,,,
,Clauncher [Reverse Holo] #49,Pokemon Scarlet & Violet,16,Ungraded,Normal wear,,From TCGcollector: Scarlet & Violet; 049/198; Reverse Holo; Common,0,2,2026-08-23,,,,
,Clawitzer [Reverse Holo] #50,Pokemon Scarlet & Violet,11,Ungraded,Normal wear,,From TCGcollector: Scarlet & Violet; 050/198; Reverse Holo; Common,0,1,2026-08-23,,,,
,Croagunk [Reverse Holo] #130,Pokemon Scarlet & Violet,18,Ungraded,Normal wear,,From TCGcollector: Scarlet & Violet; 130/198; Reverse Holo; Common,0,1,2026-08-23,,,,
,Cyclizar [Reverse Holo] #164,Pokemon Scarlet & Violet,24,Ungraded,Normal wear,,From TCGcollector: Scarlet & Violet; 164/198; Reverse Holo; Rare,0,2,2026-08-23,,,,
,Dolliv [Reverse Holo] #22,Pokemon Scarlet & Violet,16,Ungraded,Normal wear,,From TCGcollector: Scarlet & Violet; 022/198; Reverse Holo; Common,0,1,2026-08-23,,,,
,Dondozo [Holo] #207,Pokemon Scarlet & Violet,1304,Ungraded,Normal wear,,From TCGcollector: Scarlet & Violet; 207/198; Normal Holo; Illustration Rare,0,1,2026-08-23,,,,
,Dondozo [Reverse Holo] #61,Pokemon Scarlet & Violet,23,Ungraded,Normal wear,,From TCGcollector: Scarlet & Violet; 061/198; Reverse Holo; Rare,0,1,2026-08-23,,,,
,Drowzee [Holo] #210,Pokemon Scarlet & Violet,5936,Ungraded,Normal wear,,From TCGcollector: Scarlet & Violet; 210/198; Normal Holo; Illustration Rare,0,1,2026-08-23,,,,
,Electric Generator [Reverse Holo] #170,Pokemon Scarlet & Violet,27,Ungraded,Normal wear,,From TCGcollector: Scarlet & Violet; 170/198; Reverse Holo; Uncommon,0,2,2026-08-23,,,,
,Energy Retrieval [Reverse Holo] #171,Pokemon Scarlet & Violet,28,Ungraded,Normal wear,,From TCGcollector: Scarlet & Violet; 171/198; Reverse Holo; Common,0,3,2026-08-23,,,,
,Energy Search [Reverse Holo] #172,Pokemon Scarlet & Violet,26,Ungraded,Normal wear,,From TCGcollector: Scarlet & Violet; 172/198; Reverse Holo; Common,0,2,2026-08-23,,,,
,Energy Switch [Reverse Holo] #173,Pokemon Scarlet & Violet,26,Ungraded,Normal wear,,From TCGcollector: Scarlet & Violet; 173/198; Reverse Holo; Common,0,1,2026-08-23,,,,
,Espathra [Reverse Holo] #103,Pokemon Scarlet & Violet,21,Ungraded,Normal wear,,From TCGcollector: Scarlet & Violet; 103/198; Reverse Holo; Uncommon,0,1,2026-08-23,,,,
,Exp. Share [Reverse Holo] #174,Pokemon Scarlet & Violet,35,Ungraded,Normal wear,,From TCGcollector: Scarlet & Violet; 174/198; Reverse Holo; Uncommon,0,1,2026-08-23,,,,
,Fidough [Reverse Holo] #97,Pokemon Scarlet & Violet,30,Ungraded,Normal wear,,From TCGcollector: Scarlet & Violet; 097/198; Reverse Holo; Common,0,2,2026-08-23,,,,
,Flaaffy [Reverse Holo] #67,Pokemon Scarlet & Violet,26,Ungraded,Normal wear,,From TCGcollector: Scarlet & Violet; 067/198; Reverse Holo; Uncommon,0,1,2026-08-23,,,,
,Flabébé [Reverse Holo] #91,Pokemon Scarlet & Violet,13,Ungraded,Normal wear,,From TCGcollector: Scarlet & Violet; 091/198; Reverse Holo; Common,0,2,2026-08-23,,,,
,Flamigo [Reverse Holo] #165,Pokemon Scarlet & Violet,23,Ungraded,Normal wear,,From TCGcollector: Scarlet & Violet; 165/198; Reverse Holo; Uncommon,0,1,2026-08-23,,,,
,Flittle [Reverse Holo] #100,Pokemon Scarlet & Violet,20,Ungraded,Normal wear,,From TCGcollector: Scarlet & Violet; 100/198; Reverse Holo; Common,0,1,2026-08-23,,,,
,Flittle [Reverse Holo] #101,Pokemon Scarlet & Violet,21,Ungraded,Normal wear,,From TCGcollector: Scarlet & Violet; 101/198; Reverse Holo; Common,0,1,2026-08-23,,,,
,Florges [Reverse Holo] #93,Pokemon Scarlet & Violet,22,Ungraded,Normal wear,,From TCGcollector: Scarlet & Violet; 093/198; Reverse Holo; Uncommon,0,1,2026-08-23,,,,
,Forretress [Reverse Holo] #139,Pokemon Scarlet & Violet,21,Ungraded,Normal wear,,From TCGcollector: Scarlet & Violet; 139/198; Reverse Holo; Uncommon,0,1,2026-08-23,,,,
,Fuecoco [Mirage Holo] #36,Pokemon Scarlet & Violet,47,Ungraded,Normal wear,,From TCGcollector: Scarlet & Violet; 036/198; Mirage Holo; Common,0,1,2026-08-23,,,,
,Fuecoco [Reverse Holo] #36,Pokemon Scarlet & Violet,17,Ungraded,Normal wear,,From TCGcollector: Scarlet & Violet; 036/198; Reverse Holo; Common,0,2,2026-08-23,,,,
,Gogoat [Reverse Holo] #12,Pokemon Scarlet & Violet,17,Ungraded,Normal wear,,From TCGcollector: Scarlet & Violet; 012/198; Reverse Holo; Common,0,1,2026-08-23,,,,
,Great Tusk ex [Holo] #123,Pokemon Scarlet & Violet,58,Ungraded,Normal wear,,From TCGcollector: Scarlet & Violet; 123/198; Normal Holo; Double Rare,0,1,2026-08-23,,,,
,Great Tusk ex [Holo] #246,Pokemon Scarlet & Violet,1380,Ungraded,Normal wear,,From TCGcollector: Scarlet & Violet; 246/198; Normal Holo; Special Illustration Rare,0,1,2026-08-23,,,,
,Greavard [Reverse Holo] #105,Pokemon Scarlet & Violet,20,Ungraded,Normal wear,,From TCGcollector: Scarlet & Violet; 105/198; Reverse Holo; Common,0,1,2026-08-23,,,,
,Greavard [Holo] #214,Pokemon Scarlet & Violet,2082,Ungraded,Normal wear,,From TCGcollector: Scarlet & Violet; 214/198; Normal Holo; Illustration Rare,0,1,2026-08-23,,,,
,Greedent [Reverse Holo] #152,Pokemon Scarlet & Violet,21,Ungraded,Normal wear,,From TCGcollector: Scarlet & Violet; 152/198; Reverse Holo; Uncommon,0,1,2026-08-23,,,,
,Grimer [Reverse Holo] #126,Pokemon Scarlet & Violet,14,Ungraded,Normal wear,,From TCGcollector: Scarlet & Violet; 126/198; Reverse Holo; Common,0,1,2026-08-23,,,,
,Growlithe [Reverse Holo] #30,Pokemon Scarlet & Violet,33,Ungraded,Normal wear,,From TCGcollector: Scarlet & Violet; 030/198; Reverse Holo; Common,0,1,2026-08-23,,,,
,Growlithe [Reverse Holo] #31,Pokemon Scarlet & Violet,43,Ungraded,Normal wear,,From TCGcollector: Scarlet & Violet; 031/198; Reverse Holo; Common,0,1,2026-08-23,,,,
,Gyarados ex [Holo] #45,Pokemon Scarlet & Violet,178,Ungraded,Normal wear,,From TCGcollector: Scarlet & Violet; 045/198; Normal Holo; Double Rare,0,1,2026-08-23,,,,
,Heracross [Reverse Holo] #2,Pokemon Scarlet & Violet,25,Ungraded,Normal wear,,From TCGcollector: Scarlet & Violet; 002/198; Reverse Holo; Uncommon,0,2,2026-08-23,,,,
,Houndoom [Reverse Holo] #34,Pokemon Scarlet & Violet,21,Ungraded,Normal wear,,From TCGcollector: Scarlet & Violet; 034/198; Reverse Holo; Common,0,2,2026-08-23,,,,
,Houndstone [Reverse Holo] #106,Pokemon Scarlet & Violet,23,Ungraded,Normal wear,,From TCGcollector: Scarlet & Violet; 106/198; Reverse Holo; Rare,0,2,2026-08-23,,,,
,Iron Treads ex [Holo] #143,Pokemon Scarlet & Violet,69,Ungraded,Normal wear,,From TCGcollector: Scarlet & Violet; 143/198; Normal Holo; Double Rare,0,1,2026-08-23,,,,
,Jacq [Holo] #236,Pokemon Scarlet & Violet,191,Ungraded,Normal wear,,From TCGcollector: Scarlet & Violet; 236/198; Normal Holo; Ultra Rare,0,1,2026-08-23,,,,
,Judge [Reverse Holo] #176,Pokemon Scarlet & Violet,34,Ungraded,Normal wear,,From TCGcollector: Scarlet & Violet; 176/198; Reverse Holo; Uncommon,0,1,2026-08-23,,,,
,Katy [Reverse Holo] #177,Pokemon Scarlet & Violet,24,Ungraded,Normal wear,,From TCGcollector: Scarlet & Violet; 177/198; Reverse Holo; Uncommon,0,1,2026-08-23,,,,
,Kingambit [Holo] #220,Pokemon Scarlet & Violet,989,Ungraded,Normal wear,,From TCGcollector: Scarlet & Violet; 220/198; Normal Holo; Illustration Rare,0,1,2026-08-23,,,,
,Klawf [Reverse Holo] #122,Pokemon Scarlet & Violet,21,Ungraded,Normal wear,,From TCGcollector: Scarlet & Violet; 122/198; Reverse Holo; Rare,0,1,2026-08-23,,,,
,Koraidon ex [Holo] #254,Pokemon Scarlet & Violet,563,Ungraded,Normal wear,,From TCGcollector: Scarlet & Violet; 254/198; Normal Holo; Hyper Rare,0,1,2026-08-23,,,,
,Lucario [Reverse Holo] #114,Pokemon Scarlet & Violet,36,Ungraded,Normal wear,,From TCGcollector: Scarlet & Violet; 114/198; Reverse Holo; Uncommon,0,1,2026-08-23,,,,
,Magikarp [Reverse Holo] #44,Pokemon Scarlet & Violet,25,Ungraded,Normal wear,,From TCGcollector: Scarlet & Violet; 044/198; Reverse Holo; Common,0,1,2026-08-23,,,,
,Magnemite [Reverse Holo] #63,Pokemon Scarlet & Violet,18,Ungraded,Normal wear,,From TCGcollector: Scarlet & Violet; 063/198; Reverse Holo; Common,0,1,2026-08-23,,,,
,Mankey [Reverse Holo] #107,Pokemon Scarlet & Violet,18,Ungraded,Normal wear,,From TCGcollector: Scarlet & Violet; 107/198; Reverse Holo; Common,0,3,2026-08-23,,,,
,Mareep [Reverse Holo] #66,Pokemon Scarlet & Violet,19,Ungraded,Normal wear,,From TCGcollector: Scarlet & Violet; 066/198; Reverse Holo; Common,0,1,2026-08-23,,,,
,Maschiff [Reverse Holo] #135,Pokemon Scarlet & Violet,22,Ungraded,Normal wear,,From TCGcollector: Scarlet & Violet; 135/198; Reverse Holo; Common,0,2,2026-08-23,,,,
,Maschiff [Reverse Holo] #136,Pokemon Scarlet & Violet,20,Ungraded,Normal wear,,From TCGcollector: Scarlet & Violet; 136/198; Reverse Holo; Common,0,1,2026-08-23,,,,
,Meditite [Reverse Holo] #110,Pokemon Scarlet & Violet,18,Ungraded,Normal wear,,From TCGcollector: Scarlet & Violet; 110/198; Reverse Holo; Common,0,1,2026-08-23,,,,
,Meowscarada [Reverse Holo] #15,Pokemon Scarlet & Violet,28,Ungraded,Normal wear,,From TCGcollector: Scarlet & Violet; 015/198; Reverse Holo; Rare,0,1,2026-08-23,,,,
,Miraidon ex [Holo] #227,Pokemon Scarlet & Violet,277,Ungraded,Normal wear,,From TCGcollector: Scarlet & Violet; 227/198; Normal Holo; Ultra Rare,0,1,2026-08-23,,,,
,Miraidon ex [Holo] #81,Pokemon Scarlet & Violet,63,Ungraded,Normal wear,,From TCGcollector: Scarlet & Violet; 081/198; Normal Holo; Double Rare,0,1,2026-08-23,,,,
,Miriam [Reverse Holo] #179,Pokemon Scarlet & Violet,25,Ungraded,Normal wear,,From TCGcollector: Scarlet & Violet; 179/198; Reverse Holo; Uncommon,0,1,2026-08-23,,,,
,Nemona [Reverse Holo] #180,Pokemon Scarlet & Violet,16,Ungraded,Normal wear,,From TCGcollector: Scarlet & Violet; 180/198; Reverse Holo; Common,0,1,2026-08-23,,,,
,Nest Ball [Holo] #255,Pokemon Scarlet & Violet,356,Ungraded,Normal wear,,From TCGcollector: Scarlet & Violet; 255/198; Normal Holo; Hyper Rare,0,1,2026-08-23,,,,
,Oinkologne [Reverse Holo] #157,Pokemon Scarlet & Violet,19,Ungraded,Normal wear,,From TCGcollector: Scarlet & Violet; 157/198; Reverse Holo; Uncommon,0,3,2026-08-23,,,,
,Oinkologne ex [Holo] #158,Pokemon Scarlet & Violet,62,Ungraded,Normal wear,,From TCGcollector: Scarlet & Violet; 158/198; Normal Holo; Double Rare,0,1,2026-08-23,,,,
,Pawmo [Reverse Holo] #75,Pokemon Scarlet & Violet,18,Ungraded,Normal wear,,From TCGcollector: Scarlet & Violet; 075/198; Reverse Holo; Common,0,3,2026-08-23,,,,
,Pawniard [Reverse Holo] #132,Pokemon Scarlet & Violet,14,Ungraded,Normal wear,,From TCGcollector: Scarlet & Violet; 132/198; Reverse Holo; Common,0,3,2026-08-23,,,,
,Penny [Holo] #252,Pokemon Scarlet & Violet,583,Ungraded,Normal wear,,From TCGcollector: Scarlet & Violet; 252/198; Normal Holo; Special Illustration Rare,0,1,2026-08-23,,,,
,Pokégear 3.0 [Reverse Holo] #186,Pokemon Scarlet & Violet,159,Ungraded,Normal wear,,From TCGcollector: Scarlet & Violet; 186/198; Reverse Holo; Common,0,1,2026-08-23,,,,
,Pokémon Catcher [Reverse Holo] #187,Pokemon Scarlet & Violet,29,Ungraded,Normal wear,,From TCGcollector: Scarlet & Violet; 187/198; Reverse Holo; Common,0,1,2026-08-23,,,,
,Potion [Reverse Holo] #188,Pokemon Scarlet & Violet,14,Ungraded,Normal wear,,From TCGcollector: Scarlet & Violet; 188/198; Reverse Holo; Common,0,1,2026-08-23,,,,
,Primeape [Reverse Holo] #108,Pokemon Scarlet & Violet,18,Ungraded,Normal wear,,From TCGcollector: Scarlet & Violet; 108/198; Reverse Holo; Common,0,4,2026-08-23,,,,
,Professor's Research [Reverse Holo] #189,Pokemon Scarlet & Violet,29,Ungraded,Normal wear,,From TCGcollector: Scarlet & Violet; 189/198; Reverse Holo; Rare,0,2,2026-08-23,,,,
,Professor's Research [Holo] #190,Pokemon Scarlet & Violet,19,Ungraded,Normal wear,,From TCGcollector: Scarlet & Violet; 190/198; Normal Holo; Rare,0,1,2026-08-23,,,,
,Quaxly [Mirage Holo] #52,Pokemon Scarlet & Violet,35,Ungraded,Normal wear,,From TCGcollector: Scarlet & Violet; 052/198; Mirage Holo; Common,0,2,2026-08-23,,,,
,Ralts [Reverse Holo] #84,Pokemon Scarlet & Violet,20,Ungraded,Normal wear,,From TCGcollector: Scarlet & Violet; 084/198; Reverse Holo; Common,0,2,2026-08-23,,,,
,Riolu [Reverse Holo] #113,Pokemon Scarlet & Violet,30,Ungraded,Normal wear,,From TCGcollector: Scarlet & Violet; 113/198; Reverse Holo; Common,0,1,2026-08-23,,,,
,Riolu [Holo] #215,Pokemon Scarlet & Violet,3318,Ungraded,Normal wear,,From TCGcollector: Scarlet & Violet; 215/198; Normal Holo; Illustration Rare,0,1,2026-08-23,,,,
,Rotom [Reverse Holo] #69,Pokemon Scarlet & Violet,22,Ungraded,Normal wear,,From TCGcollector: Scarlet & Violet; 069/198; Reverse Holo; Common,0,1,2026-08-23,,,,
,Shroomish [Reverse Holo] #3,Pokemon Scarlet & Violet,20,Ungraded,Normal wear,,From TCGcollector: Scarlet & Violet; 003/198; Reverse Holo; Common,0,1,2026-08-23,,,,
,Silicobra [Reverse Holo] #119,Pokemon Scarlet & Violet,13,Ungraded,Normal wear,,From TCGcollector: Scarlet & Violet; 119/198; Reverse Holo; Common,0,1,2026-08-23,,,,
,Skwovet [Reverse Holo] #151,Pokemon Scarlet & Violet,21,Ungraded,Normal wear,,From TCGcollector: Scarlet & Violet; 151/198; Reverse Holo; Common,0,2,2026-08-23,,,,
,Slowpoke [Reverse Holo] #42,Pokemon Scarlet & Violet,33,Ungraded,Normal wear,,From TCGcollector: Scarlet & Violet; 042/198; Reverse Holo; Common,0,3,2026-08-23,,,,
,Smoliv [Reverse Holo] #20,Pokemon Scarlet & Violet,22,Ungraded,Normal wear,,From TCGcollector: Scarlet & Violet; 020/198; Reverse Holo; Common,0,1,2026-08-23,,,,
,Spewpa [Reverse Holo] #9,Pokemon Scarlet & Violet,15,Ungraded,Normal wear,,From TCGcollector: Scarlet & Violet; 009/198; Reverse Holo; Common,0,1,2026-08-23,,,,
,Spidops ex [Holo] #19,Pokemon Scarlet & Violet,62,Ungraded,Normal wear,,From TCGcollector: Scarlet & Violet; 019/198; Normal Holo; Double Rare,0,1,2026-08-23,,,,
,Spiritomb [Reverse Holo] #129,Pokemon Scarlet & Violet,19,Ungraded,Normal wear,,From TCGcollector: Scarlet & Violet; 129/198; Reverse Holo; Uncommon,0,2,2026-08-23,,,,
,Sprigatito [Mirage Holo] #13,Pokemon Scarlet & Violet,71,Ungraded,Normal wear,,From TCGcollector: Scarlet & Violet; 013/198; Mirage Holo; Common,0,1,2026-08-23,,,,
,Squawkabilly [Reverse Holo] #162,Pokemon Scarlet & Violet,16,Ungraded,Normal wear,,From TCGcollector: Scarlet & Violet; 162/198; Reverse Holo; Common,0,2,2026-08-23,,,,
,Staravia [Reverse Holo] #149,Pokemon Scarlet & Violet,13,Ungraded,Normal wear,,From TCGcollector: Scarlet & Violet; 149/198; Reverse Holo; Common,0,1,2026-08-23,,,,
,Starly [Reverse Holo] #148,Pokemon Scarlet & Violet,25,Ungraded,Normal wear,,From TCGcollector: Scarlet & Violet; 148/198; Reverse Holo; Common,0,3,2026-08-23,,,,
,Switch [Reverse Holo] #194,Pokemon Scarlet & Violet,22,Ungraded,Normal wear,,From TCGcollector: Scarlet & Violet; 194/198; Reverse Holo; Common,0,3,2026-08-23,,,,
,Tandemaus [Reverse Holo] #159,Pokemon Scarlet & Violet,45,Ungraded,Normal wear,,From TCGcollector: Scarlet & Violet; 159/198; Reverse Holo; Common,0,2,2026-08-23,,,,
,Tarountula [Reverse Holo] #16,Pokemon Scarlet & Violet,20,Ungraded,Normal wear,,From TCGcollector: Scarlet & Violet; 016/198; Reverse Holo; Common,0,1,2026-08-23,,,,
,Tarountula [Reverse Holo] #18,Pokemon Scarlet & Violet,21,Ungraded,Normal wear,,From TCGcollector: Scarlet & Violet; 018/198; Reverse Holo; Common,0,1,2026-08-23,,,,
,Tatsugiri [Reverse Holo] #62,Pokemon Scarlet & Violet,25,Ungraded,Normal wear,,From TCGcollector: Scarlet & Violet; 062/198; Reverse Holo; Uncommon,0,1,2026-08-23,,,,
,Team Star Grunt [Reverse Holo] #195,Pokemon Scarlet & Violet,23,Ungraded,Normal wear,,From TCGcollector: Scarlet & Violet; 195/198; Reverse Holo; Uncommon,0,3,2026-08-23,,,,
,Toedscool [Reverse Holo] #24,Pokemon Scarlet & Violet,19,Ungraded,Normal wear,,From TCGcollector: Scarlet & Violet; 024/198; Reverse Holo; Common,0,1,2026-08-23,,,,
,Toedscool [Reverse Holo] #25,Pokemon Scarlet & Violet,17,Ungraded,Normal wear,,From TCGcollector: Scarlet & Violet; 025/198; Reverse Holo; Common,0,1,2026-08-23,,,,
,Torkoal [Reverse Holo] #35,Pokemon Scarlet & Violet,19,Ungraded,Normal wear,,From TCGcollector: Scarlet & Violet; 035/198; Reverse Holo; Uncommon,0,1,2026-08-23,,,,
