source-expansion,source-card-name,source-card-number,source-variant,source-rarity,generated-set,generated-product-name,identity,source-quantity,existing-quantity
Ascended Heroes,Erika's Oddish,001/217,Normal,Common,Pokemon Ascended Heroes,Erika's Oddish #1,ascended heroes | erika s oddish | 1 |  | ungraded,1,0
Fusion Strike,Corviknight,190/264,Normal,Rare,Pokemon Fusion Strike,Corviknight #190,fusion strike | corviknight | 190 |  | ungraded,1,1
Fusion Strike,Corviknight,190/264,Reverse Holo,Rare,Pokemon Fusion Strike,Corviknight [Reverse Holo] #190,fusion strike | corviknight | 190 | reverse holo | ungraded,1,0
Fusion Strike,Cufant,191/264,Normal,Common,Pokemon Fusion Strike,Cufant #191,fusion strike | cufant | 191 |  | ungraded,1,1
Fusion Strike,Copperajah,192/264,Normal,Uncommon,Pokemon Fusion Strike,Copperajah #192,fusion strike | copperajah | 192 |  | ungraded,1,1
Fusion Strike,Latias,193/264,Normal,Rare,Pokemon Fusion Strike,Latias #193,fusion strike | latias | 193 |  | ungraded,1,1
Fusion Strike,Latias,193/264,Reverse Holo,Rare,Pokemon Fusion Strike,Latias [Reverse Holo] #193,fusion strike | latias | 193 | reverse holo | ungraded,1,0
Fusion Strike,Latios,194/264,Normal,Rare,Pokemon Fusion Strike,Latios #194,fusion strike | latios | 194 |  | ungraded,1,1
Fusion Strike,Latios,194/264,Reverse Holo,Rare,Pokemon Fusion Strike,Latios [Reverse Holo] #194,fusion strike | latios | 194 | reverse holo | ungraded,1,1
Fusion Strike,Goomy,195/264,Normal,Common,Pokemon Fusion Strike,Goomy #195,fusion strike | goomy | 195 |  | ungraded,1,1
Fusion Strike,Sliggoo,196/264,Normal,Uncommon,Pokemon Fusion Strike,Sliggoo #196,fusion strike | sliggoo | 196 |  | ungraded,1,1
Fusion Strike,Turtonator,198/264,Normal,Uncommon,Pokemon Fusion Strike,Turtonator #198,fusion strike | turtonator | 198 |  | ungraded,1,1
Fusion Strike,Turtonator,198/264,Reverse Holo,Uncommon,Pokemon Fusion Strike,Turtonator [Reverse Holo] #198,fusion strike | turtonator | 198 | reverse holo | ungraded,3,0
Fusion Strike,Meowth,199/264,Normal,Common,Pokemon Fusion Strike,Meowth #199,fusion strike | meowth | 199 |  | ungraded,1,1
Fusion Strike,Persian,200/264,Normal,Uncommon,Pokemon Fusion Strike,Persian #200,fusion strike | persian | 200 |  | ungraded,1,1
Fusion Strike,Chansey,202/264,Normal,Common,Pokemon Fusion Strike,Chansey #202,fusion strike | chansey | 202 |  | ungraded,1,1
Fusion Strike,Kangaskhan,204/264,Normal,Rare,Pokemon Fusion Strike,Kangaskhan #204,fusion strike | kangaskhan | 204 |  | ungraded,1,1
Fusion Strike,Kangaskhan,204/264,Reverse Holo,Rare,Pokemon Fusion Strike,Kangaskhan [Reverse Holo] #204,fusion strike | kangaskhan | 204 | reverse holo | ungraded,2,1
Fusion Strike,Eevee,205/264,Normal,Common,Pokemon Fusion Strike,Eevee #205,fusion strike | eevee | 205 |  | ungraded,1,1
Fusion Strike,Eevee,205/264,Reverse Holo,Common,Pokemon Fusion Strike,Eevee [Reverse Holo] #205,fusion strike | eevee | 205 | reverse holo | ungraded,1,0
Fusion Strike,Snorlax,206/264,Normal,Common,Pokemon Fusion Strike,Snorlax #206,fusion strike | snorlax | 206 |  | ungraded,1,1
Fusion Strike,Snorlax,206/264,Reverse Holo,Common,Pokemon Fusion Strike,Snorlax [Reverse Holo] #206,fusion strike | snorlax | 206 | reverse holo | ungraded,1,0
Fusion Strike,Dunsparce,207/264,Normal,Uncommon,Pokemon Fusion Strike,Dunsparce #207,fusion strike | dunsparce | 207 |  | ungraded,1,1
Fusion Strike,Stantler,208/264,Normal,Uncommon,Pokemon Fusion Strike,Stantler #208,fusion strike | stantler | 208 |  | ungraded,1,1
Fusion Strike,Smeargle,209/264,Normal,Common,Pokemon Fusion Strike,Smeargle #209,fusion strike | smeargle | 209 |  | ungraded,1,1
Fusion Strike,Skitty,210/264,Normal,Common,Pokemon Fusion Strike,Skitty #210,fusion strike | skitty | 210 |  | ungraded,1,1
Fusion Strike,Skitty,210/264,Reverse Holo,Common,Pokemon Fusion Strike,Skitty [Reverse Holo] #210,fusion strike | skitty | 210 | reverse holo | ungraded,3,0
Fusion Strike,Delcatty,211/264,Normal,Uncommon,Pokemon Fusion Strike,Delcatty #211,fusion strike | delcatty | 211 |  | ungraded,1,1
Fusion Strike,Delcatty,211/264,Reverse Holo,Uncommon,Pokemon Fusion Strike,Delcatty [Reverse Holo] #211,fusion strike | delcatty | 211 | reverse holo | ungraded,1,0
Fusion Strike,Buneary,212/264,Normal,Common,Pokemon Fusion Strike,Buneary #212,fusion strike | buneary | 212 |  | ungraded,1,1
Fusion Strike,Lopunny,213/264,Normal,Uncommon,Pokemon Fusion Strike,Lopunny #213,fusion strike | lopunny | 213 |  | ungraded,1,1
Fusion Strike,Lopunny,213/264,Reverse Holo,Uncommon,Pokemon Fusion Strike,Lopunny [Reverse Holo] #213,fusion strike | lopunny | 213 | reverse holo | ungraded,1,0
Fusion Strike,Diggersby,215/264,Normal,Uncommon,Pokemon Fusion Strike,Diggersby #215,fusion strike | diggersby | 215 |  | ungraded,1,1
Fusion Strike,Hawlucha,216/264,Normal,Uncommon,Pokemon Fusion Strike,Hawlucha #216,fusion strike | hawlucha | 216 |  | ungraded,1,1
Fusion Strike,Hawlucha,216/264,Reverse Holo,Uncommon,Pokemon Fusion Strike,Hawlucha [Reverse Holo] #216,fusion strike | hawlucha | 216 | reverse holo | ungraded,1,1
Fusion Strike,Rookidee,219/264,Normal,Common,Pokemon Fusion Strike,Rookidee #219,fusion strike | rookidee | 219 |  | ungraded,1,1
Fusion Strike,Rookidee,219/264,Reverse Holo,Common,Pokemon Fusion Strike,Rookidee [Reverse Holo] #219,fusion strike | rookidee | 219 | reverse holo | ungraded,1,0
Fusion Strike,Corvisquire,220/264,Normal,Uncommon,Pokemon Fusion Strike,Corvisquire #220,fusion strike | corvisquire | 220 |  | ungraded,1,1
Fusion Strike,Wooloo,221/264,Normal,Common,Pokemon Fusion Strike,Wooloo #221,fusion strike | wooloo | 221 |  | ungraded,1,1
Fusion Strike,Wooloo,221/264,Reverse Holo,Common,Pokemon Fusion Strike,Wooloo [Reverse Holo] #221,fusion strike | wooloo | 221 | reverse holo | ungraded,1,0
Fusion Strike,Wooloo,222/264,Normal,Common,Pokemon Fusion Strike,Wooloo #222,fusion strike | wooloo | 222 |  | ungraded,1,1
Fusion Strike,Dubwool,223/264,Normal,Uncommon,Pokemon Fusion Strike,Dubwool #223,fusion strike | dubwool | 223 |  | ungraded,1,1
Fusion Strike,Dubwool,223/264,Reverse Holo,Uncommon,Pokemon Fusion Strike,Dubwool [Reverse Holo] #223,fusion strike | dubwool | 223 | reverse holo | ungraded,1,1
Fusion Strike,Battle VIP Pass,225/264,Normal,Uncommon,Pokemon Fusion Strike,Battle VIP Pass #225,fusion strike | battle vip pass | 225 |  | ungraded,1,1
Fusion Strike,Battle VIP Pass,225/264,Reverse Holo,Uncommon,Pokemon Fusion Strike,Battle VIP Pass [Reverse Holo] #225,fusion strike | battle vip pass | 225 | reverse holo | ungraded,1,0
Fusion Strike,Bug Catcher,226/264,Normal,Uncommon,Pokemon Fusion Strike,Bug Catcher #226,fusion strike | bug catcher | 226 |  | ungraded,1,1
Fusion Strike,Chili & Cilan & Cress,227/264,Normal,Uncommon,Pokemon Fusion Strike,Chili & Cilan & Cress #227,fusion strike | chili cilan cress | 227 |  | ungraded,1,1
Fusion Strike,Cook,228/264,Normal,Uncommon,Pokemon Fusion Strike,Cook #228,fusion strike | cook | 228 |  | ungraded,1,1
Fusion Strike,Cross Switcher,230/264,Normal,Uncommon,Pokemon Fusion Strike,Cross Switcher #230,fusion strike | cross switcher | 230 |  | ungraded,1,1
Fusion Strike,Crossceiver,231/264,Normal,Uncommon,Pokemon Fusion Strike,Crossceiver #231,fusion strike | crossceiver | 231 |  | ungraded,1,1
Fusion Strike,Dancer,232/264,Normal,Uncommon,Pokemon Fusion Strike,Dancer #232,fusion strike | dancer | 232 |  | ungraded,1,1
Fusion Strike,Dancer,232/264,Reverse Holo,Uncommon,Pokemon Fusion Strike,Dancer [Reverse Holo] #232,fusion strike | dancer | 232 | reverse holo | ungraded,1,0
Fusion Strike,Elesa's Sparkle,233/264,Normal,Uncommon,Pokemon Fusion Strike,Elesa's Sparkle #233,fusion strike | elesa s sparkle | 233 |  | ungraded,1,1
Fusion Strike,Elesa's Sparkle,233/264,Reverse Holo,Uncommon,Pokemon Fusion Strike,Elesa's Sparkle [Reverse Holo] #233,fusion strike | elesa s sparkle | 233 | reverse holo | ungraded,1,0
Fusion Strike,Farewell Bell,234/264,Normal,Uncommon,Pokemon Fusion Strike,Farewell Bell #234,fusion strike | farewell bell | 234 |  | ungraded,1,1
Fusion Strike,Power Tablet,236/264,Normal,Uncommon,Pokemon Fusion Strike,Power Tablet #236,fusion strike | power tablet | 236 |  | ungraded,1,1
Fusion Strike,Quick Ball,237/264,Normal,Uncommon,Pokemon Fusion Strike,Quick Ball #237,fusion strike | quick ball | 237 |  | ungraded,1,1
Fusion Strike,Schoolboy,238/264,Normal,Uncommon,Pokemon Fusion Strike,Schoolboy #238,fusion strike | schoolboy | 238 |  | ungraded,1,1
Fusion Strike,Schoolboy,238/264,Reverse Holo,Uncommon,Pokemon Fusion Strike,Schoolboy [Reverse Holo] #238,fusion strike | schoolboy | 238 | reverse holo | ungraded,2,0
Fusion Strike,Schoolgirl,239/264,Normal,Uncommon,Pokemon Fusion Strike,Schoolgirl #239,fusion strike | schoolgirl | 239 |  | ungraded,1,1
Fusion Strike,Shauna,240/264,Normal,Uncommon,Pokemon Fusion Strike,Shauna #240,fusion strike | shauna | 240 |  | ungraded,1,1
Fusion Strike,Sidney,241/264,Normal,Uncommon,Pokemon Fusion Strike,Sidney #241,fusion strike | sidney | 241 |  | ungraded,1,1
Fusion Strike,Sidney,241/264,Reverse Holo,Uncommon,Pokemon Fusion Strike,Sidney [Reverse Holo] #241,fusion strike | sidney | 241 | reverse holo | ungraded,1,0
Fusion Strike,Skaters' Park,242/264,Normal,Uncommon,Pokemon Fusion Strike,Skaters' Park #242,fusion strike | skaters park | 242 |  | ungraded,1,1
Fusion Strike,Spongy Gloves,243/264,Normal,Uncommon,Pokemon Fusion Strike,Spongy Gloves #243,fusion strike | spongy gloves | 243 |  | ungraded,1,1
Fusion Strike,Spongy Gloves,243/264,Reverse Holo,Uncommon,Pokemon Fusion Strike,Spongy Gloves [Reverse Holo] #243,fusion strike | spongy gloves | 243 | reverse holo | ungraded,1,0
Fusion Strike,Fusion Strike Energy,244/264,Normal,Uncommon,Pokemon Fusion Strike,Fusion Strike Energy #244,fusion strike | fusion strike energy | 244 |  | ungraded,1,1
Fusion Strike,Crabominable V,248/264,Normal Holo,Rare Ultra,Pokemon Fusion Strike,Crabominable V [Holo] #248,fusion strike | crabominable v | 248 | holo | ungraded,1,0
Fusion Strike,Boltund V,249/264,Normal Holo,Rare Ultra,Pokemon Fusion Strike,Boltund V [Holo] #249,fusion strike | boltund v | 249 | holo | ungraded,1,0
Fusion Strike,Genesect V,254/264,Normal Holo,Rare Ultra,Pokemon Fusion Strike,Genesect V [Holo] #254,fusion strike | genesect v | 254 | holo | ungraded,1,0
Fusion Strike,Chandelure VMAX,265/264,Normal Holo,Rare Rainbow,Pokemon Fusion Strike,Chandelure VMAX [Holo] #265,fusion strike | chandelure vmax | 265 | holo | ungraded,1,0
Fusion Strike,Schoolgirl,277/264,Normal Holo,Rare Rainbow,Pokemon Fusion Strike,Schoolgirl [Holo] #277,fusion strike | schoolgirl | 277 | holo | ungraded,1,0
Celebrations,Kyogre,003/025,Normal Holo,Rare,Pokemon Celebrations,Kyogre [Holo] #3,celebrations | kyogre | 3 | holo | ungraded,1,0
Celebrations,Flying Pikachu VMAX,007/025,Normal Holo,Holo Rare VMAX,Pokemon Celebrations,Flying Pikachu VMAX [Holo] #7,celebrations | flying pikachu vmax | 7 | holo | ungraded,1,0
Celebrations,Surfing Pikachu V,008/025,Normal Holo,Holo Rare V,Pokemon Celebrations,Surfing Pikachu V [Holo] #8,celebrations | surfing pikachu v | 8 | holo | ungraded,1,0
Celebrations,Zekrom,010/025,Normal Holo,Rare,Pokemon Celebrations,Zekrom [Holo] #10,celebrations | zekrom | 10 | holo | ungraded,1,0
Celebrations,Xerneas,012/025,Normal Holo,Rare,Pokemon Celebrations,Xerneas [Holo] #12,celebrations | xerneas | 12 | holo | ungraded,1,0
Celebrations,Cosmog,013/025,Normal Holo,Rare,Pokemon Celebrations,Cosmog [Holo] #13,celebrations | cosmog | 13 | holo | ungraded,1,0
Celebrations,Cosmoem,014/025,Normal Holo,Rare,Pokemon Celebrations,Cosmoem [Holo] #14,celebrations | cosmoem | 14 | holo | ungraded,1,0
Celebrations,Lunala,015/025,Normal Holo,Rare Holo,Pokemon Celebrations,Lunala [Holo] #15,celebrations | lunala | 15 | holo | ungraded,1,0
Celebrations,Dialga,020/025,Normal Holo,Rare,Pokemon Celebrations,Dialga [Holo] #20,celebrations | dialga | 20 | holo | ungraded,1,0
Celebrations,Here Comes Team Rocket!,15/82,Normal Holo,,Pokemon Celebrations,Here Comes Team Rocket! #15,celebrations | here comes team rocket | 15 |  | ungraded,1,1
Celebrations,Tapu Lele-GX,60/145,Normal Holo,,Pokemon Celebrations,Tapu Lele-GX #60,celebrations | tapu lele gx | 60 |  | ungraded,1,1
Evolving Skies,Pinsir,001/203,Normal,Rare,Pokemon Evolving Skies,Pinsir #1,evolving skies | pinsir | 1 |  | ungraded,1,1
Evolving Skies,Hoppip,002/203,Normal,Common,Pokemon Evolving Skies,Hoppip #2,evolving skies | hoppip | 2 |  | ungraded,1,1
Evolving Skies,Skiploom,003/203,Normal,Uncommon,Pokemon Evolving Skies,Skiploom #3,evolving skies | skiploom | 3 |  | ungraded,1,1
Evolving Skies,Jumpluff,004/203,Normal Holo,Rare Holo,Pokemon Evolving Skies,Jumpluff [Holo] #4,evolving skies | jumpluff | 4 | holo | ungraded,1,0
Evolving Skies,Seedot,005/203,Normal,Common,Pokemon Evolving Skies,Seedot #5,evolving skies | seedot | 5 |  | ungraded,1,1
Evolving Skies,Petilil,009/203,Normal,Common,Pokemon Evolving Skies,Petilil #9,evolving skies | petilil | 9 |  | ungraded,1,1
Evolving Skies,Dwebble,011/203,Normal,Common,Pokemon Evolving Skies,Dwebble #11,evolving skies | dwebble | 11 |  | ungraded,1,1
Evolving Skies,Crustle,012/203,Normal,Uncommon,Pokemon Evolving Skies,Crustle #12,evolving skies | crustle | 12 |  | ungraded,1,1
Evolving Skies,Trevenant V,013/203,Normal Holo,Holo Rare V,Pokemon Evolving Skies,Trevenant V [Holo] #13,evolving skies | trevenant v | 13 | holo | ungraded,1,0
Evolving Skies,Gossifleur,015/203,Normal,Common,Pokemon Evolving Skies,Gossifleur #15,evolving skies | gossifleur | 15 |  | ungraded,1,1
Evolving Skies,Eldegoss,016/203,Normal Holo,Rare Holo,Pokemon Evolving Skies,Eldegoss [Holo] #16,evolving skies | eldegoss | 16 | holo | ungraded,1,0
Evolving Skies,Applin,017/203,Normal,Common,Pokemon Evolving Skies,Applin #17,evolving skies | applin | 17 |  | ungraded,1,1
Evolving Skies,Entei,019/203,Normal Holo,Rare Holo,Pokemon Evolving Skies,Entei [Holo] #19,evolving skies | entei | 19 | holo | ungraded,1,0
Evolving Skies,Litleo,022/203,Normal,Common,Pokemon Evolving Skies,Litleo #22,evolving skies | litleo | 22 |  | ungraded,1,1
Evolving Skies,Pyroar,023/203,Normal,Uncommon,Pokemon Evolving Skies,Pyroar #23,evolving skies | pyroar | 23 |  | ungraded,1,1
Evolving Skies,Tentacool,026/203,Normal,Common,Pokemon Evolving Skies,Tentacool #26,evolving skies | tentacool | 26 |  | ungraded,1,1
Evolving Skies,Tentacruel,027/203,Normal,Uncommon,Pokemon Evolving Skies,Tentacruel #27,evolving skies | tentacruel | 27 |  | ungraded,1,1
Evolving Skies,Tentacruel,027/203,Reverse Holo,Uncommon,Pokemon Evolving Skies,Tentacruel [Reverse Holo] #27,evolving skies | tentacruel | 27 | reverse holo | ungraded,1,1
Evolving Skies,Gyarados V,028/203,Normal Holo,Holo Rare V,Pokemon Evolving Skies,Gyarados V [Holo] #28,evolving skies | gyarados v | 28 | holo | ungraded,2,0
Evolving Skies,Vaporeon VMAX,030/203,Normal Holo,Holo Rare VMAX,Pokemon Evolving Skies,Vaporeon VMAX [Holo] #30,evolving skies | vaporeon vmax | 30 | holo | ungraded,1,0
Evolving Skies,Suicune V,031/203,Normal Holo,Holo Rare V,Pokemon Evolving Skies,Suicune V [Holo] #31,evolving skies | suicune v | 31 | holo | ungraded,1,0
Evolving Skies,Lotad,032/203,Normal,Common,Pokemon Evolving Skies,Lotad #32,evolving skies | lotad | 32 |  | ungraded,1,1
Evolving Skies,Lotad,032/203,Reverse Holo,Common,Pokemon Evolving Skies,Lotad [Reverse Holo] #32,evolving skies | lotad | 32 | reverse holo | ungraded,1,1
Evolving Skies,Carvanha,035/203,Normal,Common,Pokemon Evolving Skies,Carvanha #35,evolving skies | carvanha | 35 |  | ungraded,1,1
Evolving Skies,Sharpedo,036/203,Normal,Rare,Pokemon Evolving Skies,Sharpedo #36,evolving skies | sharpedo | 36 |  | ungraded,1,1
Evolving Skies,Feebas,037/203,Normal,Common,Pokemon Evolving Skies,Feebas #37,evolving skies | feebas | 37 |  | ungraded,1,1
Evolving Skies,Luvdisc,039/203,Normal,Common,Pokemon Evolving Skies,Luvdisc #39,evolving skies | luvdisc | 39 |  | ungraded,1,1
Evolving Skies,Glaceon V,040/203,Normal Holo,Holo Rare V,Pokemon Evolving Skies,Glaceon V [Holo] #40,evolving skies | glaceon v | 40 | holo | ungraded,2,0
Evolving Skies,Glaceon VMAX,041/203,Normal Holo,Holo Rare VMAX,Pokemon Evolving Skies,Glaceon VMAX [Holo] #41,evolving skies | glaceon vmax | 41 | holo | ungraded,1,0
Evolving Skies,Tympole,042/203,Normal,Common,Pokemon Evolving Skies,Tympole #42,evolving skies | tympole | 42 |  | ungraded,1,1
Evolving Skies,Cryogonal,043/203,Normal,Common,Pokemon Evolving Skies,Cryogonal #43,evolving skies | cryogonal | 43 |  | ungraded,1,1
Evolving Skies,Bergmite,044/203,Reverse Holo,Common,Pokemon Evolving Skies,Bergmite [Reverse Holo] #44,evolving skies | bergmite | 44 | reverse holo | ungraded,1,1
Evolving Skies,Avalugg,045/203,Normal,Uncommon,Pokemon Evolving Skies,Avalugg #45,evolving skies | avalugg | 45 |  | ungraded,1,1
Evolving Skies,Eiscue,047/203,Normal,Uncommon,Pokemon Evolving Skies,Eiscue #47,evolving skies | eiscue | 47 |  | ungraded,1,1
Evolving Skies,Pikachu,049/203,Normal,Common,Pokemon Evolving Skies,Pikachu #49,evolving skies | pikachu | 49 |  | ungraded,1,1
Evolving Skies,Chinchou,052/203,Normal,Common,Pokemon Evolving Skies,Chinchou #52,evolving skies | chinchou | 52 |  | ungraded,1,1
Evolving Skies,Mareep,054/203,Normal,Common,Pokemon Evolving Skies,Mareep #54,evolving skies | mareep | 54 |  | ungraded,1,1
Evolving Skies,Flaaffy,055/203,Normal,Uncommon,Pokemon Evolving Skies,Flaaffy #55,evolving skies | flaaffy | 55 |  | ungraded,1,1
Evolving Skies,Emolga,057/203,Normal,Common,Pokemon Evolving Skies,Emolga #57,evolving skies | emolga | 57 |  | ungraded,1,1
Evolving Skies,Dracozolt V,058/203,Normal Holo,Holo Rare V,Pokemon Evolving Skies,Dracozolt V [Holo] #58,evolving skies | dracozolt v | 58 | holo | ungraded,2,0
Evolving Skies,Regieleki,060/203,Normal Holo,Rare Holo,Pokemon Evolving Skies,Regieleki [Holo] #60,evolving skies | regieleki | 60 | holo | ungraded,1,0
Evolving Skies,Drowzee,061/203,Normal,Common,Pokemon Evolving Skies,Drowzee #61,evolving skies | drowzee | 61 |  | ungraded,1,1
Evolving Skies,Hypno,062/203,Normal,Uncommon,Pokemon Evolving Skies,Hypno #62,evolving skies | hypno | 62 |  | ungraded,1,1
Evolving Skies,Galarian Articuno,063/203,Normal Holo,Rare Holo,Pokemon Evolving Skies,Galarian Articuno [Holo] #63,evolving skies | galarian articuno | 63 | holo | ungraded,1,1
Evolving Skies,Espeon V,064/203,Normal Holo,Holo Rare V,Pokemon Evolving Skies,Espeon V [Holo] #64,evolving skies | espeon v | 64 | holo | ungraded,1,0
Evolving Skies,Espeon VMAX,065/203,Normal Holo,Holo Rare VMAX,Pokemon Evolving Skies,Espeon VMAX [Holo] #65,evolving skies | espeon vmax | 65 | holo | ungraded,1,0
Evolving Skies,Sableye,067/203,Normal,Common,Pokemon Evolving Skies,Sableye #67,evolving skies | sableye | 67 |  | ungraded,1,1
Evolving Skies,Woobat,068/203,Normal,Common,Pokemon Evolving Skies,Woobat #68,evolving skies | woobat | 68 |  | ungraded,1,1
Evolving Skies,Flabébé,071/203,Normal,Common,Pokemon Evolving Skies,Flabébé #71,evolving skies | flabebe | 71 |  | ungraded,1,1
Evolving Skies,Floette,072/203,Normal,Uncommon,Pokemon Evolving Skies,Floette #72,evolving skies | floette | 72 |  | ungraded,1,1
Evolving Skies,Florges,073/203,Normal Holo,Rare Holo,Pokemon Evolving Skies,Florges [Holo] #73,evolving skies | florges | 73 | holo | ungraded,1,0
Evolving Skies,Sylveon V,074/203,Normal Holo,Holo Rare V,Pokemon Evolving Skies,Sylveon V [Holo] #74,evolving skies | sylveon v | 74 | holo | ungraded,1,0
Evolving Skies,Pumpkaboo,076/203,Normal,Common,Pokemon Evolving Skies,Pumpkaboo #76,evolving skies | pumpkaboo | 76 |  | ungraded,1,1
Evolving Skies,Gourgeist,077/203,Reverse Holo,Rare,Pokemon Evolving Skies,Gourgeist [Reverse Holo] #77,evolving skies | gourgeist | 77 | reverse holo | ungraded,1,1
Evolving Skies,Cutiefly,078/203,Normal,Common,Pokemon Evolving Skies,Cutiefly #78,evolving skies | cutiefly | 78 |  | ungraded,1,1
Evolving Skies,Marshadow,080/203,Normal Holo,Rare Holo,Pokemon Evolving Skies,Marshadow [Holo] #80,evolving skies | marshadow | 80 | holo | ungraded,2,1
Evolving Skies,Marshadow,080/203,Trick or Trade 2023,Rare Holo,Pokemon Trick or Trade 2023,Marshadow [Holo] #80,trick or trade 2023 | marshadow | 80 | holo | ungraded,1,1
Evolving Skies,Hitmonchan,081/203,Normal,Common,Pokemon Evolving Skies,Hitmonchan #81,evolving skies | hitmonchan | 81 |  | ungraded,1,1
Evolving Skies,Galarian Zapdos,082/203,Normal Holo,Rare Holo,Pokemon Evolving Skies,Galarian Zapdos [Holo] #82,evolving skies | galarian zapdos | 82 | holo | ungraded,1,2
Evolving Skies,Medicham V,083/203,Normal Holo,Holo Rare V,Pokemon Evolving Skies,Medicham V [Holo] #83,evolving skies | medicham v | 83 | holo | ungraded,1,0
Evolving Skies,Hippopotas,084/203,Normal,Common,Pokemon Evolving Skies,Hippopotas #84,evolving skies | hippopotas | 84 |  | ungraded,1,1
Evolving Skies,Hippowdon,085/203,Normal,Uncommon,Pokemon Evolving Skies,Hippowdon #85,evolving skies | hippowdon | 85 |  | ungraded,1,1
Evolving Skies,Roggenrola,086/203,Normal,Common,Pokemon Evolving Skies,Roggenrola #86,evolving skies | roggenrola | 86 |  | ungraded,1,1
Evolving Skies,Boldore,087/203,Normal,Uncommon,Pokemon Evolving Skies,Boldore #87,evolving skies | boldore | 87 |  | ungraded,1,1
Evolving Skies,Gigalith,088/203,Reverse Holo,Rare,Pokemon Evolving Skies,Gigalith [Reverse Holo] #88,evolving skies | gigalith | 88 | reverse holo | ungraded,1,1
Evolving Skies,Seismitoad,090/203,Normal,Rare,Pokemon Evolving Skies,Seismitoad #90,evolving skies | seismitoad | 90 |  | ungraded,1,1
Evolving Skies,Galarian Moltres,093/203,Normal Holo,Rare Holo,Pokemon Evolving Skies,Galarian Moltres [Holo] #93,evolving skies | galarian moltres | 93 | holo | ungraded,1,2
Evolving Skies,Nuzleaf,096/203,Normal,Uncommon,Pokemon Evolving Skies,Nuzleaf #96,evolving skies | nuzleaf | 96 |  | ungraded,1,1
Evolving Skies,Shiftry,097/203,Normal,Rare,Pokemon Evolving Skies,Shiftry #97,evolving skies | shiftry | 97 |  | ungraded,1,1
Evolving Skies,Scraggy,098/203,Normal,Common,Pokemon Evolving Skies,Scraggy #98,evolving skies | scraggy | 98 |  | ungraded,1,1
Evolving Skies,Garbodor V,100/203,Normal Holo,Holo Rare V,Pokemon Evolving Skies,Garbodor V [Holo] #100,evolving skies | garbodor v | 100 | holo | ungraded,1,0
Evolving Skies,Zorua,102/203,Normal,Common,Pokemon Evolving Skies,Zorua #102,evolving skies | zorua | 102 |  | ungraded,1,1
Evolving Skies,Nickit,104/203,Normal,Common,Pokemon Evolving Skies,Nickit #104,evolving skies | nickit | 104 |  | ungraded,1,1
Evolving Skies,Bagon,107/203,Normal,Common,Pokemon Evolving Skies,Bagon #107,evolving skies | bagon | 107 |  | ungraded,1,1
Evolving Skies,Shelgon,108/203,Normal,Uncommon,Pokemon Evolving Skies,Shelgon #108,evolving skies | shelgon | 108 |  | ungraded,1,1
Evolving Skies,Salamence,109/203,Normal Holo,Rare Holo,Pokemon Evolving Skies,Salamence [Holo] #109,evolving skies | salamence | 109 | holo | ungraded,1,0
Evolving Skies,Deino,113/203,Normal,Common,Pokemon Evolving Skies,Deino #113,evolving skies | deino | 113 |  | ungraded,1,1
Evolving Skies,Zweilous,114/203,Normal,Uncommon,Pokemon Evolving Skies,Zweilous #114,evolving skies | zweilous | 114 |  | ungraded,1,1
Evolving Skies,Noivern V,117/203,Normal Holo,Holo Rare V,Pokemon Evolving Skies,Noivern V [Holo] #117,evolving skies | noivern v | 117 | holo | ungraded,2,0
Evolving Skies,Zygarde,118/203,Normal Holo,Rare Holo,Pokemon Evolving Skies,Zygarde [Holo] #118,evolving skies | zygarde | 118 | holo | ungraded,1,0
Evolving Skies,Flapple,120/203,Normal,Rare,Pokemon Evolving Skies,Flapple #120,evolving skies | flapple | 120 |  | ungraded,1,1
Evolving Skies,Eevee,125/203,Normal,Common,Pokemon Evolving Skies,Eevee #125,evolving skies | eevee | 125 |  | ungraded,2,1
Evolving Skies,Teddiursa,126/203,Normal,Common,Pokemon Evolving Skies,Teddiursa #126,evolving skies | teddiursa | 126 |  | ungraded,1,1
Evolving Skies,Slakoth,129/203,Normal,Common,Pokemon Evolving Skies,Slakoth #129,evolving skies | slakoth | 129 |  | ungraded,1,1
Evolving Skies,Vigoroth,130/203,Normal,Uncommon,Pokemon Evolving Skies,Vigoroth #130,evolving skies | vigoroth | 130 |  | ungraded,1,1
Evolving Skies,Swablu,132/203,Normal,Common,Pokemon Evolving Skies,Swablu #132,evolving skies | swablu | 132 |  | ungraded,1,1
Evolving Skies,Lillipup,133/203,Normal,Common,Pokemon Evolving Skies,Lillipup #133,evolving skies | lillipup | 133 |  | ungraded,1,1
Evolving Skies,Herdier,134/203,Normal,Uncommon,Pokemon Evolving Skies,Herdier #134,evolving skies | herdier | 134 |  | ungraded,1,1
Evolving Skies,Rufflet,136/203,Normal,Common,Pokemon Evolving Skies,Rufflet #136,evolving skies | rufflet | 136 |  | ungraded,1,1
Evolving Skies,Fletchling,138/203,Normal,Common,Pokemon Evolving Skies,Fletchling #138,evolving skies | fletchling | 138 |  | ungraded,1,1
Evolving Skies,Fletchinder,139/203,Normal,Uncommon,Pokemon Evolving Skies,Fletchinder #139,evolving skies | fletchinder | 139 |  | ungraded,1,1
Evolving Skies,Talonflame,140/203,Normal,Rare,Pokemon Evolving Skies,Talonflame #140,evolving skies | talonflame | 140 |  | ungraded,1,1
